Date,KC1,KC2,KC3,,,
15/06/2010,159.35,159.95,159.2,,,
16/06/2010,158.75,159.6,158.95,,,
17/06/2010,156.35,157.8,157.7,,,
18/06/2010,160.25,162.1,162.05,,,
21/06/2010,156.6,160.8,160.75,,,
22/06/2010,159.1,160.75,160.85,,,
23/06/2010,158.6,160.5,160.55,,,
24/06/2010,166.75,168.75,168.85,,,
25/06/2010,167,168.9,168.9,,,
28/06/2010,166.3,168.1,168.2,,,
29/06/2010,161.5,163.15,163.4,,,
30/06/2010,164.2,165.85,166.05,,,
1/07/2010,166.2,168.25,168.65,,,
2/07/2010,162.3,164.3,165,,,
6/07/2010,155.5,157.65,158.45,,,
7/07/2010,160.65,163.05,163.45,,,
8/07/2010,159.65,162.1,162.65,,,
9/07/2010,161.2,163.85,164.35,,,
12/07/2010,161.15,163.55,163.9,,,
13/07/2010,163.25,165.65,165.95,,,
14/07/2010,162.6,164.9,165.25,,,
15/07/2010,164.8,167.1,167.45,,,
16/07/2010,164.8,167.05,167.45,,,
19/07/2010,162,163.8,164.5,,,
20/07/2010,156.45,158.55,159.3,,,
21/07/2010,157.3,158.05,158.1,,,
22/07/2010,161.7,162.3,162.15,,,
23/07/2010,166,166.7,166.55,,,
26/07/2010,165.6,166.55,166.4,,,
27/07/2010,163.75,164.75,164.7,,,
28/07/2010,167.4,168.35,168.25,,,
29/07/2010,173.05,173.75,173.5,,,
30/07/2010,176.3,176.8,176.4,,,
2/08/2010,172.5,173.3,172.95,,,
3/08/2010,166.65,167.65,167.3,,,
4/08/2010,169.75,170.85,170.6,,,
5/08/2010,169.85,171.05,170.85,,,
6/08/2010,167.4,168.7,168.45,,,
9/08/2010,169.6,171.1,170.9,,,
10/08/2010,169.65,171.3,171.2,,,
11/08/2010,170.6,172.35,172.15,,,
12/08/2010,175.55,177.55,176.7,,,
13/08/2010,175.5,177.6,177.1,,,
16/08/2010,178.7,181.1,181.05,,,
17/08/2010,175.5,178.3,178.75,,,
18/08/2010,175.15,177.8,178.25,,,
19/08/2010,177.3,179.85,179.9,,,
20/08/2010,181.55,185.05,185,,,
23/08/2010,181.5,183.25,183.2,,,
24/08/2010,166.85,168.45,168.85,,,
25/08/2010,164.1,166.6,166.95,,,
26/08/2010,169.95,172.4,172.65,,,
27/08/2010,177.05,178.85,178.9,,,
30/08/2010,179.55,181.4,181.4,,,
31/08/2010,176.8,178.45,178.5,,,
1/09/2010,180.5,182.35,182.4,,,
2/09/2010,183.2,184.85,184.8,,,
3/09/2010,185.05,186.95,186.85,,,
7/09/2010,190.7,192.3,192.7,,,
8/09/2010,193.1,194.55,195.2,,,
9/09/2010,189.15,190.7,191.75,,,
10/09/2010,188.25,189.8,190.85,,,
13/09/2010,187.5,189.15,190.35,,,
14/09/2010,193.7,195.3,196.25,,,
15/09/2010,192.65,194.15,195.05,,,
16/09/2010,190.35,191.8,192.75,,,
17/09/2010,187.85,189.3,190.7,,,
20/09/2010,180.55,181.95,183.55,,,
21/09/2010,182.9,184.35,183.7,,,
22/09/2010,179.95,181.55,181,,,
23/09/2010,181.65,183.1,182.55,,,
24/09/2010,180.6,182.2,181.85,,,
27/09/2010,182.25,183.85,183.65,,,
28/09/2010,188.95,190.3,189.95,,,
29/09/2010,185.75,187.25,187.05,,,
30/09/2010,183.05,184.55,184.3,,,
1/10/2010,181.1,182.8,183,,,
4/10/2010,172.5,174.3,174.65,,,
5/10/2010,177,178.75,179,,,
6/10/2010,175.55,177.3,177.45,,,
7/10/2010,173.45,175.3,175.3,,,
8/10/2010,182.15,183.85,183.8,,,
11/10/2010,178.65,180.35,180.3,,,
12/10/2010,185.7,187.2,186.95,,,
13/10/2010,186.15,187.75,187.55,,,
14/10/2010,187.6,189.4,189.3,,,
15/10/2010,186.4,188.25,188.55,,,
18/10/2010,185.6,187.5,187.85,,,
19/10/2010,190.9,192.75,193.1,,,
20/10/2010,196.75,198.35,198.4,,,
21/10/2010,201,202.35,201.95,,,
22/10/2010,198.85,200.25,199.8,,,
25/10/2010,200.5,202.2,202.1,,,
26/10/2010,201.75,203.55,203.65,,,
27/10/2010,200.3,202.15,202.35,,,
28/10/2010,196.6,198.6,198.9,,,
29/10/2010,203.45,205.35,205.7,,,
1/11/2010,197.7,199.8,200.25,,,
2/11/2010,199.4,201.55,202.1,,,
3/11/2010,196.15,198.45,199.05,,,
4/11/2010,205.8,208.25,208.55,,,
5/11/2010,205.15,207.65,208.35,,,
8/11/2010,208.1,210.7,211.55,,,
9/11/2010,217.05,219.75,220.6,,,
10/11/2010,212.25,214.95,215.8,,,
11/11/2010,206.65,209.5,210.45,,,
12/11/2010,200.45,203.35,204.25,,,
15/11/2010,204.45,207.25,208,,,
16/11/2010,197.8,200.5,201.05,,,
17/11/2010,199.45,202.85,203.45,,,
18/11/2010,208.65,211.3,211.7,,,
19/11/2010,209.85,211.25,211.6,,,
22/11/2010,206.15,207.15,207.7,,,
23/11/2010,210.35,210.55,210.95,,,
24/11/2010,207.15,207.45,207.95,,,
26/11/2010,202.15,202.7,203.2,,,
29/11/2010,202.4,202.65,203.2,,,
30/11/2010,200.95,201.2,201.9,,,
1/12/2010,203.3,203.55,204.3,,,
2/12/2010,203.4,203.7,204.45,,,
3/12/2010,204.5,204.8,205.45,,,
6/12/2010,208.65,208.95,209.65,,,
7/12/2010,207.6,207.9,209.05,,,
8/12/2010,204.25,204.65,205.85,,,
9/12/2010,204.3,204.55,205.95,,,
10/12/2010,209.35,209.6,210.95,,,
13/12/2010,217.2,217.55,218.9,,,
14/12/2010,216.35,216.7,217.9,,,
15/12/2010,216.9,217.5,218.8,,,
16/12/2010,216.15,216.55,218,,,
17/12/2010,225.25,225.3,226.65,,,
20/12/2010,224.65,224.65,226.1,,,
21/12/2010,233.85,235.25,233.9,,,
22/12/2010,230.2,231.6,230.2,,,
23/12/2010,235.9,237.25,236.05,,,
27/12/2010,237.45,238.8,237.55,,,
28/12/2010,239.3,240.65,239.5,,,
29/12/2010,239.65,241,239.9,,,
30/12/2010,236.3,237.7,236.55,,,
31/12/2010,240.5,241.8,240.65,,,
4/01/2011,234.95,236.55,236.05,,,
5/01/2011,233,234.55,234.4,,,
6/01/2011,233,234.65,234.55,,,
7/01/2011,230.7,232.25,232.6,,,
10/01/2011,231.25,232.75,233.4,,,
11/01/2011,234.7,236.1,236.85,,,
12/01/2011,240.6,242.05,242.9,,,
13/01/2011,237.5,239.15,240.25,,,
14/01/2011,234.6,236.3,237.45,,,
18/01/2011,235.35,237.1,238.3,,,
19/01/2011,232.5,234.25,235.5,,,
20/01/2011,231.8,233.65,234.95,,,
21/01/2011,240.4,242.2,243.3,,,
24/01/2011,237.3,239.1,240.25,,,
25/01/2011,231.25,233.1,234.35,,,
26/01/2011,237.5,239.3,240.45,,,
27/01/2011,236.95,238.65,239.85,,,
28/01/2011,245,246.8,247.65,,,
31/01/2011,244.8,246.55,247.7,,,
1/02/2011,249.4,251.25,252.2,,,
2/02/2011,250.4,252.25,253.25,,,
3/02/2011,251.35,253.25,254.4,,,
4/02/2011,249.3,251.25,252.5,,,
7/02/2011,249.75,251.7,253.2,,,
8/02/2011,247.6,249.6,251.2,,,
9/02/2011,253.6,255.65,257.15,,,
10/02/2011,255.6,257.85,259.3,,,
11/02/2011,251.95,254.95,256.55,,,
14/02/2011,258.65,261.7,263.3,,,
15/02/2011,258.05,261.1,262.7,,,
16/02/2011,258.65,261.6,263.35,,,
17/02/2011,267.35,268.85,270.45,,,
18/02/2011,271.65,273,274.75,,,
22/02/2011,273.6,274.35,276.2,,,
23/02/2011,268.75,269.45,271.4,,,
24/02/2011,264.2,264.65,266.6,,,
25/02/2011,267.7,267.8,269.55,,,
28/02/2011,271.7,271.7,273.6,,,
1/03/2011,269.3,269.3,271.1,,,
2/03/2011,269.5,269.55,271.35,,,
3/03/2011,274.5,274.75,276.55,,,
4/03/2011,272.9,272.8,274.6,,,
7/03/2011,280.95,281.15,283,,,
8/03/2011,287.15,287.2,289.3,,,
9/03/2011,294.4,294.85,296.65,,,
10/03/2011,280.3,280.55,282.5,,,
11/03/2011,273.7,274.4,276.45,,,
14/03/2011,273.15,273.3,275.35,,,
15/03/2011,262.45,262.95,265.1,,,
16/03/2011,264.55,265.35,267.5,,,
17/03/2011,271.4,270.9,273.1,,,
18/03/2011,276.8,276.2,278.4,,,
21/03/2011,275.75,277,279.15,,,
22/03/2011,273.45,275.7,277.55,,,
23/03/2011,268.6,270.95,272.9,,,
24/03/2011,265.8,268.25,270.3,,,
25/03/2011,268.6,271.05,273.15,,,
28/03/2011,263.95,266.45,268.65,,,
29/03/2011,261.45,264.05,266.3,,,
30/03/2011,264.8,267.4,269.7,,,
31/03/2011,264.15,266.75,269.1,,,
1/04/2011,259.9,262.65,265,,,
4/04/2011,256.05,258.7,260.95,,,
5/04/2011,268.25,270.95,273.35,,,
6/04/2011,265.15,267.9,270.3,,,
7/04/2011,272.8,275.65,278.1,,,
8/04/2011,274.95,277.85,280.3,,,
11/04/2011,274.6,277.6,280.15,,,
12/04/2011,273.8,276.9,279.45,,,
13/04/2011,280.7,283.7,286,,,
14/04/2011,282.4,285.15,287.65,,,
15/04/2011,288.1,291.1,293.55,,,
18/04/2011,284.45,287.4,289.85,,,
19/04/2011,291.2,294.25,296.7,,,
20/04/2011,294.4,299.45,302.05,,,
21/04/2011,291.3,294.55,297.25,,,
25/04/2011,287.9,290.8,293.65,,,
26/04/2011,294.95,296.3,299.15,,,
27/04/2011,295.55,296.4,299.15,,,
28/04/2011,298.6,299.2,301.85,,,
29/04/2011,299.35,299.85,302.5,,,
2/05/2011,304.55,305.1,307.8,,,
3/05/2011,304.9,306.15,308.9,,,
4/05/2011,293.75,294.5,297.3,,,
5/05/2011,287.5,288.25,291.05,,,
6/05/2011,287.05,287.55,290.4,,,
9/05/2011,287.05,287.4,290.3,,,
10/05/2011,281.7,282.6,285.45,,,
11/05/2011,272.5,273.15,275.95,,,
12/05/2011,273.95,274.95,277.75,,,
13/05/2011,269.3,269.4,272.3,,,
16/05/2011,264,264.1,267.05,,,
17/05/2011,265.1,266.1,269,,,
18/05/2011,268.45,270.05,272.95,,,
19/05/2011,263.7,266.65,270.1,,,
20/05/2011,259.15,262.1,265.5,,,
23/05/2011,262.55,265.5,268.95,,,
24/05/2011,261.2,264.2,267.7,,,
25/05/2011,264.85,267.9,271.6,,,
26/05/2011,265.6,268.7,272.55,,,
27/05/2011,263.7,266.8,270.75,,,
31/05/2011,264.6,267.75,271.95,,,
1/06/2011,255.95,259.3,263.55,,,
2/06/2011,261.25,264.8,269.1,,,
3/06/2011,270.95,274.15,278.15,,,
6/06/2011,260.5,263.8,268.25,,,
7/06/2011,263,266.4,270.9,,,
8/06/2011,263.85,266.5,270.85,,,
9/06/2011,266.8,269.85,274.15,,,
10/06/2011,264.95,268.35,272.5,,,
13/06/2011,267.45,270.5,274.5,,,
14/06/2011,269.25,272.3,276.25,,,
15/06/2011,262.65,265.85,270.2,,,
16/06/2011,257.9,261.15,265.25,,,
17/06/2011,249.55,252.5,256.7,,,
20/06/2011,243.6,246.3,250.5,,,
21/06/2011,243.5,246.95,251.25,,,
22/06/2011,243.75,246.2,250.55,,,
23/06/2011,247.7,248.7,252.95,,,
24/06/2011,249,250.5,254.4,,,
27/06/2011,250.15,251.05,254.85,,,
28/06/2011,257.9,258.9,262.4,,,
29/06/2011,260.25,260.7,264.05,,,
30/06/2011,265.35,265.6,269,,,
1/07/2011,263.45,263.65,267.15,,,
5/07/2011,268.95,269.6,272.9,,,
6/07/2011,266.85,267.5,270.9,,,
7/07/2011,267.75,268.6,271.85,,,
8/07/2011,263.15,263.3,266.95,,,
11/07/2011,257.9,259.05,262.85,,,
12/07/2011,256.7,257.85,261.8,,,
13/07/2011,262.8,263.95,267.6,,,
14/07/2011,257.35,258.35,262.1,,,
15/07/2011,252.55,253.55,257.3,,,
18/07/2011,248.2,248.2,252.1,,,
19/07/2011,243.85,243.85,247.7,,,
20/07/2011,243.4,247.4,250.1,,,
21/07/2011,240.8,244.9,247.65,,,
22/07/2011,241.5,245.75,248.65,,,
25/07/2011,242.9,247.15,250.05,,,
26/07/2011,244.95,249.25,252.35,,,
27/07/2011,241.2,245.55,248.95,,,
28/07/2011,238.65,243,246.45,,,
29/07/2011,239.55,243.6,246.7,,,
1/08/2011,241.35,245.3,248.2,,,
2/08/2011,243.2,247.1,249.7,,,
3/08/2011,241.9,245.5,247.75,,,
4/08/2011,235.85,239.75,242.55,,,
5/08/2011,238,241.9,244.75,,,
8/08/2011,234.2,237.95,240.85,,,
9/08/2011,234.75,238.5,241.35,,,
10/08/2011,234.85,238.35,241,,,
11/08/2011,240.85,244.05,246.4,,,
12/08/2011,240.35,243.85,246.4,,,
15/08/2011,245.7,249.4,251.55,,,
16/08/2011,251.55,255,257.2,,,
17/08/2011,263.2,266.8,269,,,
18/08/2011,264.8,268.4,270.7,,,
19/08/2011,266.15,269.85,272.35,,,
22/08/2011,264.7,268.35,271.15,,,
23/08/2011,268.85,271.6,274.4,,,
24/08/2011,272.5,273.75,276.45,,,
25/08/2011,274.65,275.5,278.15,,,
26/08/2011,278.9,279.2,281.7,,,
29/08/2011,284.95,284.45,286.95,,,
30/08/2011,287.45,286.7,289.25,,,
31/08/2011,289.1,288.25,290.6,,,
1/09/2011,290.7,289.75,292.05,,,
2/09/2011,289.2,288.05,290.6,,,
6/09/2011,282.4,280.95,283.75,,,
7/09/2011,285.8,284.5,287.35,,,
8/09/2011,285.4,284.1,287.05,,,
9/09/2011,271.25,270,273.05,,,
12/09/2011,273.7,270.95,273.9,,,
13/09/2011,272.85,270.3,273.05,,,
14/09/2011,268.35,265.7,268.35,,,
15/09/2011,263.35,260.55,263.25,,,
16/09/2011,263,260.4,263.25,,,
19/09/2011,262.8,262.05,265.05,,,
20/09/2011,259.45,260.2,263.15,,,
21/09/2011,251.95,255.05,256.3,,,
22/09/2011,239.25,242.3,243.5,,,
23/09/2011,231.45,234.6,235.8,,,
26/09/2011,235.95,239.1,240.3,,,
27/09/2011,240.85,243.95,245.2,,,
28/09/2011,233.5,236.8,238.5,,,
29/09/2011,231.15,234.4,235.8,,,
30/09/2011,228.9,232.05,233.6,,,
3/10/2011,223.45,226.7,228.35,,,
4/10/2011,226.55,229.55,231.05,,,
5/10/2011,227.7,230.8,232.35,,,
6/10/2011,234.4,237.6,239.2,,,
7/10/2011,224.35,227.7,229.5,,,
10/10/2011,226.3,229.6,231.4,,,
11/10/2011,223.4,226.75,228.55,,,
12/10/2011,229.45,232.75,234.55,,,
13/10/2011,237.65,240.85,242.6,,,
14/10/2011,239.55,242.75,244.35,,,
17/10/2011,234,237.2,238.85,,,
18/10/2011,231.5,234.65,236.25,,,
19/10/2011,236.15,239.1,240.55,,,
20/10/2011,231.65,234.65,236,,,
21/10/2011,244.85,247.55,248.5,,,
24/10/2011,250.8,253.6,254.8,,,
25/10/2011,236.55,239.9,241.45,,,
26/10/2011,233.7,236.9,238.3,,,
27/10/2011,234.6,237.75,239.05,,,
28/10/2011,235.15,238.55,240,,,
31/10/2011,226.95,230.4,232.1,,,
1/11/2011,223.65,227.3,229.3,,,
2/11/2011,224,227.75,229.85,,,
3/11/2011,226.8,230.6,232.75,,,
4/11/2011,230.2,233.8,235.95,,,
7/11/2011,233,236.4,238.5,,,
8/11/2011,229.6,232.85,234.75,,,
9/11/2011,230.2,233.45,235.25,,,
10/11/2011,230,233.4,235.25,,,
11/11/2011,233.95,237.3,239.35,,,
14/11/2011,230.95,234.15,236.3,,,
15/11/2011,239.5,242.7,244.85,,,
16/11/2011,235.75,239.05,241.2,,,
17/11/2011,232.15,236.1,238.4,,,
18/11/2011,234.2,238.85,241.05,,,
21/11/2011,232.2,237,239.35,,,
22/11/2011,232.9,236.9,239.1,,,
23/11/2011,231.6,235.4,237.65,,,
25/11/2011,229.6,232.55,234.7,,,
28/11/2011,224.7,227.8,230.1,,,
29/11/2011,225.25,227.55,229.85,,,
30/11/2011,233.8,236.9,239.15,,,
1/12/2011,233.2,235.7,238,,,
2/12/2011,227.15,229.55,232,,,
5/12/2011,233.95,236.4,238.95,,,
6/12/2011,232.85,235.75,238.35,,,
7/12/2011,226.75,229.85,232.6,,,
8/12/2011,225.7,228.65,231.4,,,
9/12/2011,224.65,227.75,230.5,,,
12/12/2011,218.5,221.05,223.85,,,
13/12/2011,218.65,222.95,225.7,,,
14/12/2011,215.1,218,220.8,,,
15/12/2011,213.75,217.75,220.55,,,
16/12/2011,210.95,215.1,217.85,,,
19/12/2011,215.3,219.45,222.1,,,
20/12/2011,222.8,225.5,227.95,,,
21/12/2011,219.9,222.7,225.25,,,
22/12/2011,221.4,224.15,226.6,,,
23/12/2011,219.65,222.4,224.95,,,
27/12/2011,222.85,225.6,228.05,,,
28/12/2011,226.75,229.5,231.95,,,
29/12/2011,224.25,227.05,229.45,,,
30/12/2011,226.85,229.65,232.2,,,
3/01/2012,227.2,230,232.5,,,
4/01/2012,226.7,229.45,232.05,,,
5/01/2012,219.55,222.3,224.85,,,
6/01/2012,221.75,224.55,227.15,,,
9/01/2012,221.85,224.65,227.3,,,
10/01/2012,225.95,228.8,231.45,,,
11/01/2012,234.9,237.55,240.15,,,
12/01/2012,233.9,236.65,239.3,,,
13/01/2012,225.25,228.1,230.8,,,
17/01/2012,225.15,228.1,230.85,,,
18/01/2012,224.85,227.85,230.6,,,
19/01/2012,226.65,229.7,232.5,,,
20/01/2012,225.4,228.5,231.4,,,
23/01/2012,219.45,222.55,225.45,,,
24/01/2012,220.45,223.5,226.4,,,
25/01/2012,217.2,220.15,223.05,,,
26/01/2012,219.7,222.55,225.35,,,
27/01/2012,217.35,220.2,223,,,
30/01/2012,216.6,219.45,222.25,,,
31/01/2012,215.05,218,220.9,,,
1/02/2012,214.1,217.1,220.05,,,
2/02/2012,215.6,218.55,221.5,,,
3/02/2012,215.95,218.9,221.9,,,
6/02/2012,218.8,221.7,224.75,,,
7/02/2012,220.95,223.65,226.6,,,
8/02/2012,220.05,222.6,225.45,,,
9/02/2012,216,218.25,221.15,,,
10/02/2012,215.3,217.4,220.35,,,
13/02/2012,212.3,214.6,217.55,,,
14/02/2012,204.2,206.15,209.1,,,
15/02/2012,200.4,202.55,205.5,,,
16/02/2012,199.3,201.2,204.2,,,
17/02/2012,200.05,202.35,205.3,,,
21/02/2012,204.65,206.05,208.9,,,
22/02/2012,200.75,201.85,204.7,,,
23/02/2012,202,202.05,204.8,,,
24/02/2012,203.25,203.6,206.45,,,
27/02/2012,204.45,204.6,207.35,,,
28/02/2012,206.15,206.25,209.05,,,
29/02/2012,203.15,203.25,206,,,
1/03/2012,204,204.1,206.75,,,
2/03/2012,201.65,201.8,204.45,,,
5/03/2012,201.5,201.7,204.3,,,
6/03/2012,192.95,193.05,195.8,,,
7/03/2012,188.4,188.6,191.25,,,
8/03/2012,189.35,189.4,192.1,,,
9/03/2012,185.6,186.2,188.9,,,
12/03/2012,182.6,184.85,187.45,,,
13/03/2012,185.35,186.15,188.8,,,
14/03/2012,182.75,183.6,186.3,,,
15/03/2012,184.45,185.3,188,,,
16/03/2012,181.35,182.35,185.2,,,
19/03/2012,182.5,183.5,186.3,,,
20/03/2012,183.1,183.6,186.35,,,
21/03/2012,184.7,187.35,190.15,,,
22/03/2012,176.95,179.75,182.6,,,
23/03/2012,178.75,181.55,184.35,,,
26/03/2012,178.8,181.4,184.2,,,
27/03/2012,187.35,189.85,192.5,,,
28/03/2012,182,184.7,187.45,,,
29/03/2012,176.45,179.15,182.05,,,
30/03/2012,182.45,185,187.85,,,
2/04/2012,186.2,188.85,191.65,,,
3/04/2012,185.35,188.05,190.85,,,
4/04/2012,184.75,187.35,190.2,,,
5/04/2012,183,185.5,188.35,,,
9/04/2012,178.05,180.55,183.25,,,
10/04/2012,178.15,180.45,183.1,,,
11/04/2012,180.65,182.65,185.3,,,
12/04/2012,182.9,184.25,186.85,,,
13/04/2012,179.2,180.2,182.85,,,
16/04/2012,174.7,175.85,178.5,,,
17/04/2012,173.05,174.7,177.3,,,
18/04/2012,172.65,175,177.6,,,
19/04/2012,173.65,175.65,178.25,,,
20/04/2012,177.7,178.95,181.45,,,
23/04/2012,177.7,178.95,181.4,,,
24/04/2012,182.5,183.5,185.8,,,
25/04/2012,175.95,176.75,179.25,,,
26/04/2012,174.7,175.85,178.3,,,
27/04/2012,175,176.5,178.7,,,
30/04/2012,177.95,179.55,181.8,,,
1/05/2012,182.85,184.15,186.45,,,
2/05/2012,181.3,182.75,185.15,,,
3/05/2012,174.3,175.8,178.3,,,
4/05/2012,173.5,174.6,177.2,,,
7/05/2012,174.15,175.2,177.7,,,
8/05/2012,175.15,174.95,177.3,,,
9/05/2012,175.15,175.05,177.45,,,
10/05/2012,178.5,178.65,180.95,,,
11/05/2012,176.55,177.15,179.4,,,
14/05/2012,177.4,177.95,180.25,,,
15/05/2012,177.05,178.4,180.7,,,
16/05/2012,177.4,178,180.2,,,
17/05/2012,178.65,180.1,182.3,,,
18/05/2012,177.7,179.15,181.3,,,
21/05/2012,175.15,177.35,180.9,,,
22/05/2012,174.5,176.5,179.95,,,
23/05/2012,166.9,169.15,172.7,,,
24/05/2012,166.9,169.2,172.8,,,
25/05/2012,167.8,170.25,173.95,,,
29/05/2012,165.4,167.9,171.65,,,
30/05/2012,164.4,166.8,170.55,,,
31/05/2012,160.65,162.95,166.7,,,
1/06/2012,157.5,159.85,163.7,,,
4/06/2012,158.45,160.8,164.7,,,
5/06/2012,156.2,158.45,162.35,,,
6/06/2012,155.9,158,161.8,,,
7/06/2012,156.65,158.4,162.1,,,
8/06/2012,155.6,157.4,160.95,,,
11/06/2012,155.1,156.7,160.15,,,
12/06/2012,154.2,155.35,158.7,,,
13/06/2012,152.5,154.2,157.6,,,
14/06/2012,149.2,151.05,154.4,,,
15/06/2012,150.05,152,155.3,,,
18/06/2012,149.55,151.5,154.75,,,
19/06/2012,156.6,158.8,162.15,,,
20/06/2012,150.75,152.4,155.85,,,
21/06/2012,157.75,158.8,162,,,
22/06/2012,155.15,155.9,159.1,,,
25/06/2012,158.7,158.75,161.95,,,
26/06/2012,165.4,165.75,168.95,,,
27/06/2012,164.5,164.85,168.1,,,
28/06/2012,163,163.05,166.2,,,
29/06/2012,170.1,170.7,173.75,,,
2/07/2012,174.3,174.6,177.65,,,
3/07/2012,180.1,180.45,183.35,,,
5/07/2012,179.25,180.35,183.25,,,
6/07/2012,175.9,176.45,179.4,,,
9/07/2012,181.75,182.35,185.25,,,
10/07/2012,183.75,184.5,187.35,,,
11/07/2012,182.7,184.7,187.55,,,
12/07/2012,181.15,182.05,185.05,,,
13/07/2012,184.45,186.1,189.2,,,
16/07/2012,182.55,183.95,187.15,,,
17/07/2012,180.75,181.85,185.05,,,
18/07/2012,181.4,182.15,185.1,,,
19/07/2012,188.2,188.95,191.55,,,
20/07/2012,186.95,189.6,192.45,,,
23/07/2012,185.1,187.65,190.55,,,
24/07/2012,175.45,178.3,181.55,,,
25/07/2012,176.3,179.15,182.35,,,
26/07/2012,174.05,176.9,180.2,,,
27/07/2012,173.7,176.65,180,,,
30/07/2012,178.35,181.15,184.5,,,
31/07/2012,174.4,177.25,180.65,,,
1/08/2012,174.6,177.35,180.8,,,
2/08/2012,171.65,174.3,177.75,,,
3/08/2012,173.8,176.55,180.05,,,
6/08/2012,175.5,178.2,181.7,,,
7/08/2012,172.65,175.3,178.9,,,
8/08/2012,170.5,173.2,176.85,,,
9/08/2012,166.45,169.55,173.2,,,
10/08/2012,166.25,169.35,173.1,,,
13/08/2012,164.1,167.05,170.9,,,
14/08/2012,163.05,166,169.85,,,
15/08/2012,161.9,164.95,168.8,,,
16/08/2012,158.85,161.8,165.6,,,
17/08/2012,160.3,163.2,167.1,,,
20/08/2012,161.2,164.55,168.3,,,
21/08/2012,160.65,164.2,167.95,,,
22/08/2012,158.95,162.1,165.85,,,
23/08/2012,160.25,161.85,165.5,,,
24/08/2012,162.6,162.9,166.55,,,
27/08/2012,167.05,167.35,170.9,,,
28/08/2012,167.75,167.95,171.45,,,
29/08/2012,166.4,166.65,170.15,,,
30/08/2012,163,163.4,167.1,,,
31/08/2012,164.55,164.75,168.45,,,
4/09/2012,164.9,165.3,169.1,,,
5/09/2012,160.45,160.6,164.3,,,
6/09/2012,157.9,158.2,161.85,,,
7/09/2012,162.7,163.05,166.55,,,
10/09/2012,173.4,173.65,177,,,
11/09/2012,177.25,177.55,181.15,,,
12/09/2012,177.15,177.5,181.2,,,
13/09/2012,178.5,178.85,182.55,,,
14/09/2012,180.8,181.1,184.85,,,
17/09/2012,175.05,175.65,179.6,,,
18/09/2012,177.4,177.5,181.4,,,
19/09/2012,174.4,178.3,181,,,
20/09/2012,168.6,172.55,175.35,,,
21/09/2012,173.3,177.4,180.15,,,
24/09/2012,172.3,176.35,179.15,,,
25/09/2012,173.65,177.7,180.45,,,
26/09/2012,169.45,173.45,176.2,,,
27/09/2012,174.3,178.25,180.95,,,
28/09/2012,173.5,177.5,180.25,,,
1/10/2012,178.05,181.95,184.7,,,
2/10/2012,183.65,187.5,190.15,,,
3/10/2012,181.05,184.9,187.45,,,
4/10/2012,175.05,179.05,181.65,,,
5/10/2012,168.1,172.1,174.8,,,
8/10/2012,169.1,173.1,175.85,,,
9/10/2012,165.3,169.5,172.3,,,
10/10/2012,163.45,167.85,170.65,,,
11/10/2012,160.75,165.1,167.9,,,
12/10/2012,161.7,166.15,168.95,,,
15/10/2012,160.85,165.35,168.05,,,
16/10/2012,162.8,167.3,170,,,
17/10/2012,161.5,166,168.8,,,
18/10/2012,158.6,163.25,166.1,,,
19/10/2012,161.65,166.15,169.05,,,
22/10/2012,164.5,168.75,171.55,,,
23/10/2012,160.85,165.2,168.05,,,
24/10/2012,159.8,164.2,167.1,,,
25/10/2012,161,165.45,168.35,,,
26/10/2012,157.75,162.15,165.05,,,
29/10/2012,161.65,165.9,168.65,,,
30/10/2012,157.2,161.7,164.5,,,
31/10/2012,154.65,159.35,162.25,,,
1/11/2012,153.45,158.2,161.1,,,
2/11/2012,154.7,159.75,162.65,,,
5/11/2012,150.9,155.8,158.65,,,
6/11/2012,150.6,155.4,158.2,,,
7/11/2012,151.2,155.85,158.65,,,
8/11/2012,151.4,156.85,159.7,,,
9/11/2012,149.9,155.55,158.4,,,
12/11/2012,153.05,158.2,161.1,,,
13/11/2012,146,151.25,154.1,,,
14/11/2012,147.7,152.75,155.6,,,
15/11/2012,149,154,156.8,,,
16/11/2012,147.3,152.5,155.35,,,
19/11/2012,151.4,157.4,160.15,,,
20/11/2012,143.75,152.45,155.25,,,
21/11/2012,144.8,153.45,156.35,,,
23/11/2012,142.15,150.8,153.7,,,
26/11/2012,139.9,148.9,151.8,,,
27/11/2012,139.8,149.15,152.05,,,
28/11/2012,144.65,154.85,157.7,,,
29/11/2012,146.15,156.4,159.25,,,
30/11/2012,142.1,150.6,153.5,,,
3/12/2012,141.7,150.7,153.6,,,
4/12/2012,137.35,148.35,151.2,,,
5/12/2012,139.6,149.1,151.95,,,
6/12/2012,140.45,150.95,153.8,,,
7/12/2012,142.1,153.85,156.7,,,
10/12/2012,138.1,147,149.9,,,
11/12/2012,141.15,149.5,152.4,,,
12/12/2012,138.15,146.5,149.45,,,
13/12/2012,135.25,143.6,146.55,,,
14/12/2012,137.4,143.15,146.1,,,
17/12/2012,137.95,145.95,148.9,,,
18/12/2012,133.5,144,146.85,,,
19/12/2012,144.9,147.7,150.45,,,
20/12/2012,142.95,145.8,148.55,,,
21/12/2012,146.6,149.35,152.05,,,
24/12/2012,147,149.7,152.45,,,
26/12/2012,148.3,150.95,153.65,,,
27/12/2012,147.9,150.7,153.4,,,
28/12/2012,146.85,149.65,152.4,,,
